eff_tau_01,eff_tau_02,eff_tau_14,eff_tau_17
639432.6951,3507750.457,4899871.789,1593722.209
745059.4761,4100589.44,5972700.354,1974913.118
853691.0842,4712584.928,7132423.18,2394245.496
963927.4874,5335826.739,8365649.503,2847489.844
1074479.438,5962964.305,9658290.374,3329899.005
1184189.703,6587341.929,10996111.54,3836430.488
1292043.713,7203073.077,12365178.35,4361938.201
1397172.109,7805067.117,13752196.47,4901330.567
1498847.365,8389020.629,15144757.94,5449695.26
1596476.299,8951383.595,16531505.38,6002392.861
1689589.957,9489308.89,17902228.02,6555122.933
1777831.999,10000591.72,19247902.82,7103966.53
1860946.443,10483604.05,20560692.98,7645409.221
1938765.389,10937227.83,21833914.52,8176348.496
2011197.155,11360789.54,23061979.91,8694089.054
2078215.116,11753997.99,24240326.39,9196329.023
2139847.393,12116886.46,25365334.79,9681139.691
2196167.518,12449759.7,26434243.64,10146940.87
2247286.063,12753146.31,27445062.06,10592473.63
2293343.25,13027756.28,28396484.12,11016771.68
2334502.477,13274443.57,29287806.55,11419132.59
2370944.715,13494173.6,30118850.98,11799089.44
2402863.698,13687995.07,30889891.63,12156383.58
2430461.827,13857015.86,31601588.8,12490938.84
2453946.725,14002382.61,32254928.34,12802837.46
2473528.362,14125263.51,32851167.05,13092297.86
2489416.675,14226833.96,33391783.82,13359654.3
2501819.633,14308264.77,33878436.23,13605338.43
2510941.677,14370712.53,34312922.27,13829862.68
6177.990777,30964.24199,13630.59952,2814.723184
15435.66774,78537.00376,41909.63472,9335.154822
32689.27782,168422.8097,105510.1973,25032.6642
61002.06621,317650.1391,227918.9158,57040.23017
103118.6265,541866.4848,436758.6921,114424.143
161119.2217,853348.776,760777.9438,207376.1801
236225.692,1259802.592,1226713.16,346190.7529
328754.5181,1763968.647,1856664.669,540261.5876
438183.0128,2363876.424,2666327.686,797268.541
563286.2609,3053522.975,3664149.097,1122639.801
702306.6844,3823767.082,4851298.321,1519301.328
853127.6306,4663275.269,6222251.966,1987677.016
1013432.526,5559409.82,7765773.443,2525879.48
1180839.692,6498996.288,9466092.132,3130026.356
1353009.188,7468943.771,11304128.94,3794623.387
1527722.113,8456715.476,13258660.95,4512967.269
1702935.147,9450661.534,15307358.66,5277534.265
1876814.199,10440233.38,17427662.32,6080332.565
2047751.285,11416101.48,19597486.99,6913206.16
2214368.565,12370197.74,21795762.57,7768085.449
2375512.985,13295701.69,24002823.76,8637184.919
2530244.418,14186986.92,26200670.34,9513151.584
2677819.621,15039541.06,28373119.31,10389169.71
2817673.833,15849869.73,30505870.14,11259028.19
2949401.349,16615392.69,32586502.34,12117157.03
3072736.066,17334337.93,34604422.49,12958639.07
3187532.68,18005638,36550774.96,13779202.56
3293748.989,18628831.4,38418328.28,14575199.26
3391429.566,19203970.86,40201346.44,15343572.39
3480690.949,19731539.39,41895452.79,16081817.51
3561708.383,20212374.77,43497492.02,16787939.34
3634704.105,20647602.23,45005394.37,17460406.44
3699937.083,21038575.24,46418045.22,18098105.51
3757694.139,21386823.88,47735161.88,18700296.54
3808282.317,21694010.2,48957178.96,19266569.58
3852022.404,21961890.1,50085142.96,19796803.93
3889243.46,22192280.88,51120616.35,20291129.93
3920278.263,22387033.99,52065591.02,20749893.75
3945459.541,22548012.3,52922410.86,21173625.16
3965116.905,22677071.42,53693702.96,21563008.26
3979574.371,22776044.45,54382316.92,21918855.21
9791.455525,49075.01634,21603.04439,4461.035613
24463.88472,124472.7626,66422.29477,14795.22333
51809.01389,266932.1645,167222.3934,39674.09908
96681.75946,503441.543,361227.1381,90402.6725
163432.0092,858800.5031,692215.8779,181350.0453
255356.7576,1352466.666,1205751.784,328669.0962
374392.4912,1996652.552,1944209.337,548675.3675
521040.7977,2795701.9,2942615.194,856256.9124
694473.274,3746491.652,4225844.599,1263585.483
892748.5602,4839507.776,5807284.96,1779264.178
1113081.083,6060262.419,7688789.683,2407930.332
1352116.174,7390793.228,9861604.782,3150255.772
1606182.311,8811070.778,12307921.46,4003249.193
1871504.789,10300214.97,15002744.98,4960757.464
2144375.051,11837478.14,17915837.01,6014072.774
2421276.376,13402990.79,21013561.48,7152571.102
2698970.322,14978289.13,24260528.54,8364328.13
2974550.047,16546654.81,27620983.37,9636677.689
3245467.071,18093301.53,31059923.72,10956693.38
3509537.664,19605442.19,34543955.72,12311585.75
3764934.359,21072267.09,38041911.98,13689015.58
4010167.153,22484858.99,41525264.05,15077329.18
4244058.088,23836066.24,44968363.65,16465724.35
4465712.077,25120350.64,48348545.92,17844357.14
4674486.12,26333622.77,51646125.73,19204399.69
4869958.473,27473074.18,54844313.63,20538058.85
5051898.846,28537013.09,57929074.42,21838564.33
5220240.351,29524708.08,60888946.95,23100134.09
5375053.632,30436242.68,63714840.29,24317923.43
5516523.39,31272382.46,66399817.93,25487963.1
5644927.37,32034455.18,68938878.99,26607090.78
5760617.792,32724244.22,71328743.16,27672879.3
5864005.095,33343894.68,73567643.88,28683564.22
5955543.86,33895831.57,75655133.1,29637972.68
6035720.719,34382689.08,77591899.65,30535454.97
6105044.085,34807250.12,79379602.11,31375819.78
6164035.483,35172394.9,81020716.84,32159273.7
6213222.331,35481057.76,82518400.77,32886365.36
6253131.968,35736191.19,83876368.7,33557934.37
6284286.79,35940736.13,85098784.3,34175065
6307200.329,36097597.81,86190163.87,34739044.4
